City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
636,Yerbogachen,RU,61.2767,108.0108,59.36,61,100,5.06,overcast clouds,2021-08-01 20:58:56
637,Kristiinankaupunki,FI,62.2743,21.376,59.02,79,87,5.08,overcast clouds,2021-08-01 20:58:56
638,Zhuhai,CN,22.2769,113.5678,85.05,94,40,4.61,scattered clouds,2021-08-01 20:58:57
639,Cardston,CA,49.2,-113.3019,91.69,25,38,12.66,scattered clouds,2021-08-01 20:58:57
640,Sumenep,ID,-7.0167,113.8667,76.71,81,11,2.91,few clouds,2021-08-01 20:58:57
641,Yagodnoye,RU,62.55,149.6667,39.87,90,100,7.87,light rain,2021-08-01 20:58:57
642,Lipany,SK,49.1538,20.9638,64.44,91,45,3.91,scattered clouds,2021-08-01 20:58:58
643,Tavricheskoye,RU,54.5851,73.6395,66.11,70,68,7.85,broken clouds,2021-08-01 20:58:58
644,Solton,RU,52.8429,86.4787,56.03,71,88,3.09,overcast clouds,2021-08-01 20:58:58
645,Mahalapye,BW,-23.1041,26.8142,57.78,30,0,4.94,clear sky,2021-08-01 20:58:59
646,Kostomuksha,RU,64.571,30.5767,57.16,93,100,6.98,overcast clouds,2021-08-01 20:58:59
647,Mardan,PK,34.2019,72.0525,84.74,75,91,5.21,overcast clouds,2021-08-01 20:58:59
648,Ciudad Bolivar,VE,8.1222,-63.5497,83.64,70,25,8.41,scattered clouds,2021-08-01 20:59:00
649,Ixtapa,MX,20.7,-105.2,89.22,75,7,7.0,clear sky,2021-08-01 20:59:00
650,Esmeralda,CU,21.8525,-78.1169,86.94,68,62,10.13,broken clouds,2021-08-01 20:59:00
651,Manggar,ID,-2.8833,108.2667,80.56,74,68,9.55,broken clouds,2021-08-01 20:59:00
652,Saint-Raymond,CA,45.467,-73.6095,66.52,68,90,1.14,overcast clouds,2021-08-01 20:59:01
653,Kulhudhuffushi,MV,6.6221,73.07,82.31,77,100,15.68,overcast clouds,2021-08-01 20:59:01
654,Peoria,US,40.7667,-89.7668,81.18,35,0,11.21,clear sky,2021-08-01 20:54:18
655,Anito,PH,12.4497,125.2886,81.99,78,100,9.98,overcast clouds,2021-08-01 20:59:01
656,Hit,IQ,33.6416,42.8251,96.6,14,18,6.26,few clouds,2021-08-01 20:59:02
657,Nyanza,RW,-2.3519,29.7509,66.18,45,100,2.62,overcast clouds,2021-08-01 20:59:02
658,Ternate,ID,0.8,127.4,80.83,82,87,7.78,overcast clouds,2021-08-01 20:59:02
659,Seymchan,RU,62.8833,152.4333,43.16,75,100,18.77,overcast clouds,2021-08-01 20:59:03
660,Hami,CN,42.8,93.45,68.49,46,81,4.97,broken clouds,2021-08-01 20:58:47
661,Mocuba,MZ,-16.8392,36.9856,60.21,84,0,1.07,clear sky,2021-08-01 20:59:03
